id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cabang_pelayanan,jenis_pkb,jumlah_pendapatan,satuan,tahun
200,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB DENDA,30041590750,RUPIAH,2015
201,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB POKOK,679169988000,RUPIAH,2015
202,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB DENDA,19466057000,RUPIAH,2015
203,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB POKOK,152634404000,RUPIAH,2015
204,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB DENDA,4503506000,RUPIAH,2015
205,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB POKOK,4774756747000,RUPIAH,2016
206,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB DENDA,164183429000,RUPIAH,2016
207,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB POKOK,954860486000,RUPIAH,2016
208,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB DENDA,36964328000,RUPIAH,2016
209,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB POKOK,423093481500,RUPIAH,2016
210,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB DENDA,19118099000,RUPIAH,2016
211,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB POKOK,1194134972000,RUPIAH,2016
212,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB DENDA,40202947000,RUPIAH,2016
213,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB POKOK,2049230645500,RUPIAH,2016
214,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB DENDA,58737702000,RUPIAH,2016
215,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB POKOK,1582394976000,RUPIAH,2016
216,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB DENDA,42521868500,RUPIAH,2016
217,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB POKOK,1024010145000,RUPIAH,2016
218,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB DENDA,31526698000,RUPIAH,2016
219,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB POKOK,689849099000,RUPIAH,2016
220,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB DENDA,16763822000,RUPIAH,2016
221,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB POKOK,678533605000,RUPIAH,2016
222,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB DENDA,14374467000,RUPIAH,2016
223,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB POKOK,813863628000,RUPIAH,2016
224,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB DENDA,20631216000,RUPIAH,2016
225,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB POKOK,1293336612500,RUPIAH,2016
226,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB DENDA,37803402000,RUPIAH,2016
227,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB POKOK,527512063500,RUPIAH,2016
228,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB DENDA,16608360000,RUPIAH,2016
229,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB POKOK,899183359000,RUPIAH,2016
230,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB DENDA,24712879000,RUPIAH,2016
231,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB POKOK,715318702500,RUPIAH,2016
232,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB DENDA,20521237500,RUPIAH,2016
233,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB POKOK,941930073500,RUPIAH,2016
234,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB DENDA,30869897500,RUPIAH,2016
235,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB POKOK,368930640000,RUPIAH,2016
236,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB DENDA,13541880400,RUPIAH,2016
237,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB POKOK,979373301500,RUPIAH,2016
238,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB DENDA,34168731500,RUPIAH,2016
239,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB POKOK,870914393000,RUPIAH,2016
240,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB DENDA,34194150000,RUPIAH,2016
241,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB POKOK,2502837049000,RUPIAH,2016
242,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB DENDA,76041364000,RUPIAH,2016
243,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB POKOK,5807585594500,RUPIAH,2016
244,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB DENDA,191727647500,RUPIAH,2016
245,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB POKOK,1764190968500,RUPIAH,2016
246,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB DENDA,47362012500,RUPIAH,2016
247,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB POKOK,223588225000,RUPIAH,2016
248,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB DENDA,5242808500,RUPIAH,2016
249,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB POKOK,2350300556000,RUPIAH,2016
250,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB DENDA,69947906000,RUPIAH,2016
251,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB POKOK,481061457000,RUPIAH,2016
252,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB DENDA,15721734000,RUPIAH,2016
253,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB POKOK,3692322478500,RUPIAH,2016
254,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB DENDA,83998386000,RUPIAH,2016
255,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB POKOK,3847494090000,RUPIAH,2016
256,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB DENDA,97450263000,RUPIAH,2016
257,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB POKOK,3200600336000,RUPIAH,2016
258,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB DENDA,74845661000,RUPIAH,2016
259,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB POKOK,940284257500,RUPIAH,2016
260,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB DENDA,24493125000,RUPIAH,2016
261,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB POKOK,8766945093500,RUPIAH,2016
262,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB DENDA,274044214250,RUPIAH,2016
263,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB POKOK,3500073619000,RUPIAH,2016
264,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB DENDA,116058097000,RUPIAH,2016
265,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB POKOK,1819459721500,RUPIAH,2016
266,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB DENDA,60868639000,RUPIAH,2016
267,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB POKOK,1230519392000,RUPIAH,2016
268,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB DENDA,28740867500,RUPIAH,2016
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB POKOK,772591754000,RUPIAH,2016
270,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB DENDA,17968796000,RUPIAH,2016
271,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB POKOK,170947693000,RUPIAH,2016
272,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB DENDA,3721856350,RUPIAH,2016
273,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB POKOK,5262484094500,RUPIAH,2017
274,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB DENDA,245784781000,RUPIAH,2017
275,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB POKOK,991611228500,RUPIAH,2017
276,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB DENDA,50780715000,RUPIAH,2017
277,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB POKOK,418769234000,RUPIAH,2017
278,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB DENDA,24421488000,RUPIAH,2017
279,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB POKOK,1228700540000,RUPIAH,2017
280,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB DENDA,53438405000,RUPIAH,2017
281,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB POKOK,2166638436000,RUPIAH,2017
282,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB DENDA,76808972000,RUPIAH,2017
283,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB POKOK,1687440908000,RUPIAH,2017
284,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB DENDA,57042423000,RUPIAH,2017
285,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB POKOK,1066067460000,RUPIAH,2017
286,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB DENDA,41789608000,RUPIAH,2017
287,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB POKOK,720440779000,RUPIAH,2017
288,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB DENDA,23131841000,RUPIAH,2017
289,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB POKOK,697847044000,RUPIAH,2017
290,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB DENDA,19542540000,RUPIAH,2017
291,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB POKOK,851422386000,RUPIAH,2017
292,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB DENDA,27958854000,RUPIAH,2017
293,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB POKOK,1376606234000,RUPIAH,2017
294,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB DENDA,51327910000,RUPIAH,2017
295,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB POKOK,553212453500,RUPIAH,2017
296,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB DENDA,23229907000,RUPIAH,2017
297,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB POKOK,921757724000,RUPIAH,2017
298,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB DENDA,32184385000,RUPIAH,2017
299,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB POKOK,747566990800,RUPIAH,2017
300,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB DENDA,26608615000,RUPIAH,2017
301,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB POKOK,972108699000,RUPIAH,2017
302,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB DENDA,41669472000,RUPIAH,2017
303,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB POKOK,382209610000,RUPIAH,2017
304,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB DENDA,18011587000,RUPIAH,2017
305,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB POKOK,1038979691000,RUPIAH,2017
306,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB DENDA,47595350000,RUPIAH,2017
307,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB POKOK,913422833000,RUPIAH,2017
308,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB DENDA,43916329000,RUPIAH,2017
309,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB POKOK,2697126734000,RUPIAH,2017
310,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB DENDA,106626659000,RUPIAH,2017
311,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB POKOK,6383902065250,RUPIAH,2017
312,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB DENDA,294527122000,RUPIAH,2017
313,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB POKOK,1864835794120,RUPIAH,2017
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB DENDA,61811772000,RUPIAH,2017
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB POKOK,226879547000,RUPIAH,2017
316,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB DENDA,6838419500,RUPIAH,2017
317,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB POKOK,2490722008000,RUPIAH,2017
318,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB DENDA,98546852000,RUPIAH,2017
319,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB POKOK,501515498000,RUPIAH,2017
320,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB DENDA,20806782000,RUPIAH,2017
321,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB POKOK,3786812998500,RUPIAH,2017
322,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB DENDA,107279014000,RUPIAH,2017
323,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB POKOK,3910486636000,RUPIAH,2017
324,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB DENDA,123445517000,RUPIAH,2017
325,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB POKOK,3298917225000,RUPIAH,2017
326,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB DENDA,99804652000,RUPIAH,2017
327,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB POKOK,972168900000,RUPIAH,2017
328,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB DENDA,31776503000,RUPIAH,2017
329,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB POKOK,9351114043250,RUPIAH,2017
330,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB DENDA,427108658000,RUPIAH,2017
331,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB POKOK,3643515063000,RUPIAH,2017
332,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB DENDA,170057995000,RUPIAH,2017
333,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB POKOK,1914894873000,RUPIAH,2017
334,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB DENDA,94538530000,RUPIAH,2017
335,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB POKOK,1309494338500,RUPIAH,2017
336,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB DENDA,38820417000,RUPIAH,2017
337,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB POKOK,815861742000,RUPIAH,2017
338,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB DENDA,24853584000,RUPIAH,2017
339,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB POKOK,174915144000,RUPIAH,2017
340,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB DENDA,4940142000,RUPIAH,2017
341,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB POKOK,626616003000,RUPIAH,2018
342,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB DENDA,50524069000,RUPIAH,2018
343,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB POKOK,110601567000,RUPIAH,2018
344,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB DENDA,8027875000,RUPIAH,2018
345,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB POKOK,46180946000,RUPIAH,2018
346,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB DENDA,3586156000,RUPIAH,2018
347,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB POKOK,136357891000,RUPIAH,2018
348,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB DENDA,9165402000,RUPIAH,2018
349,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB POKOK,220794911000,RUPIAH,2018
350,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB DENDA,11489580000,RUPIAH,2018
351,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB POKOK,176683063000,RUPIAH,2018
352,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB DENDA,8189354000,RUPIAH,2018
353,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB POKOK,112949532000,RUPIAH,2018
354,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB DENDA,6749170000,RUPIAH,2018
355,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB POKOK,69607576000,RUPIAH,2018
356,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB DENDA,3137814000,RUPIAH,2018
357,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB POKOK,71403459000,RUPIAH,2018
358,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB DENDA,3002511000,RUPIAH,2018
359,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB POKOK,92477948000,RUPIAH,2018
360,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB DENDA,4714923000,RUPIAH,2018
361,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB POKOK,143732504000,RUPIAH,2018
362,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB DENDA,7419313000,RUPIAH,2018
363,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB POKOK,61790524000,RUPIAH,2018
364,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB DENDA,3871345000,RUPIAH,2018
365,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB POKOK,93395473000,RUPIAH,2018
366,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB DENDA,4447177000,RUPIAH,2018
367,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB POKOK,80422197000,RUPIAH,2018
368,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB DENDA,3707152000,RUPIAH,2018
369,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB POKOK,110688639000,RUPIAH,2018
370,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB DENDA,6675659500,RUPIAH,2018
371,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB POKOK,42669662000,RUPIAH,2018
372,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB DENDA,2984066000,RUPIAH,2018
373,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB POKOK,123563616000,RUPIAH,2018
374,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB DENDA,7478668000,RUPIAH,2018
375,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB POKOK,104881511000,RUPIAH,2018
376,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB DENDA,7224233000,RUPIAH,2018
377,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB POKOK,322485932000,RUPIAH,2018
378,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB DENDA,20458502000,RUPIAH,2018
379,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB POKOK,758849572000,RUPIAH,2018
380,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB DENDA,61064918000,RUPIAH,2018
381,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB POKOK,186767432000,RUPIAH,2018
382,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB DENDA,8649146000,RUPIAH,2018
383,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB POKOK,20240039000,RUPIAH,2018
384,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB DENDA,905060000,RUPIAH,2018
385,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB POKOK,270387044000,RUPIAH,2018
386,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB DENDA,18903955000,RUPIAH,2018
387,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB POKOK,54248277000,RUPIAH,2018
388,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB DENDA,3109863500,RUPIAH,2018
389,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB POKOK,344750855000,RUPIAH,2018
390,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB DENDA,14226034000,RUPIAH,2018
391,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB POKOK,358715545000,RUPIAH,2018
392,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB DENDA,16893253000,RUPIAH,2018
393,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB POKOK,323942713000,RUPIAH,2018
394,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB DENDA,14007326000,RUPIAH,2018
395,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB POKOK,99636250000,RUPIAH,2018
396,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB DENDA,4289789000,RUPIAH,2018
397,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB POKOK,1027815214000,RUPIAH,2018
398,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB DENDA,85403909000,RUPIAH,2018
399,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB POKOK,409934918000,RUPIAH,2018
400,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB DENDA,35517361000,RUPIAH,2018
401,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB POKOK,217450647000,RUPIAH,2018
402,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB DENDA,19550847000,RUPIAH,2018
403,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB POKOK,125885049000,RUPIAH,2018
